alpha_rmse,beta1_rmse,beta2_rmse,psi_rmse,sd,extra_pts,task_id,iter
4.410634152866088,1.0364249057802202,2.361443043613724,5.672728160787089,1.3000000000000005,2,57,3
1.2685931045245786,0.6582040741390001,1.3815714575115818,1.0561483350915652,1.3000000000000005,2,57,4
1.2644277506317732,0.6653663270429919,1.3468688384331688,1.059314960949794,1.3000000000000005,2,57,5
1.5259509127409263,1.1408218608405538,0.9669809921539448,1.2464134125761797,1.5000000000000002,2,58,1
1.4956438302468762,1.041209060099762,0.9800073463055048,1.2420744963685122,1.5000000000000002,2,58,2
1.5233782606020303,1.2004021422363989,0.8935823626294976,1.3223614730194864,1.5000000000000002,2,58,3
1.4723984168944788,1.0371500980374024,1.04919128341278,1.221074605293037,1.5000000000000002,2,58,4
1.47295380016019,0.8381077305412351,1.295459537047301,1.1685839212126774,1.5000000000000002,2,58,5
3.914104383383949,1.999906134750821,4.00000037270284,1.7051194847862554,1.7000000000000002,2,59,1
4.311066244734621,2.0001053939843234,4.000517488242336,1.7202725552763345,1.7000000000000002,2,59,2
0.6754017016823635,2.0374267376638304,1.741844642974902,1.6655498065508878,1.7000000000000002,2,59,3
5.324376566703633,2.259691159687633,1.7103833477361456,1.6996969136465836,1.7000000000000002,2,59,4
1.6665575361840137,1.0958509746506555,2.8962036334955177,1.9303272073307416,1.7000000000000002,2,59,5
2.7218643273487357,2.193965887631003,1.9086660028295437,1.8814459641967864,1.9,2,60,1
2.6305379159176927,2.0088807545692964,1.8988916152838264,1.9044862989658535,1.9,2,60,2
2.1118769059857505,2.018986666389041,1.908634251962644,1.843398951400597,1.9,2,60,3
4.066179380425207,2.3041876279081994,2.9254099250036676,1.890970653036815,1.9,2,60,4
1.4109800669371344,2.2415457652010846,1.8991155486429816,1.9522042385025995,1.9,2,60,5
0.9014047487628152,2.238339771038883,2.0807923937911945,2.0991515749886926,2.1,2,61,1
1.4611476663683811,2.4142796313556594,3.835736045583832,2.195698662227525,2.1,2,61,2
1.2380828523435696,2.250214995633841,2.0934324007187293,2.0843445161023815,2.1,2,61,3
